Name,title,abstract
"HARRISON, Susan",Climate drives loss of phylogenetic diversity in a grassland community,"While climate change has already profoundly influenced biodiversity through local extinctions, range shifts, and altered interactions, its effects on the evolutionary history contained within sets of coexisting species-or phylogenetic community diversity-have yet to be documented. Phylogenetic community diversity may be a proxy for the diversity of functional strategies that can help sustain ecological systems in the face of disturbances. Under climatic warming, phylogenetic diversity may be especially vulnerable to decline in plant communities in warm, water-limited regions, as intensified water stress eliminates drought-intolerant species that may be relicts of past wetter climates and may be distantly related to coexisting species. Here, we document a 19-y decline of phylogenetic diversity in a grassland community as moisture became less abundant and predictable at a critical time of the year. This decline was strongest in native forbs, particularly those with high specific leaf area, a trait indicating drought sensitivity. This decline occurred at the small spatial scale where species interact, but the larger regional community has so far been buffered against loss of phylogenetic diversity by its high levels of physical and biotic heterogeneity."
"LAKSHMINRUSIMHA, Satyanarayana",Patent ductus arteriosus in preterm infants: is early transcatheter closure a paradigm shift?,
"SQUIRES, Lane D",Assessment of Tracheostomy and Laryngectomy Knowledge among Non-Otolaryngology Physicians,
"MUNGAS, Dan M",The role of education in a vascular pathway to episodic memory: brain maintenance or cognitive reserve?,"Educational attainment is associated with cognition among older adults, but this association is complex and not well understood. While associated with better cognition among healthy adults, more education predicts faster decline in older adults with cognitive impairment. Education may influence cognitive functioning through mechanisms involving brain maintenance (BM: reduced age-related pathology) or cognitive reserve (CR: altered pathology-cognition association). We examined evidence for each mechanism by quantifying main and interaction effects of education within a well-studied pathway involving systolic blood pressure, white matter hyperintensities (WMH), and episodic memory in 2 samples without dementia at the baseline (total N&nbsp;= 1136). There were no effects of education on systolic blood pressure or WMH, suggesting a lack of evidence for BM. In the sample less likely to progress to dementia, education attenuated the effect of WMH on memory at the baseline. In the sample more likely to progress to dementia, education exacerbated this effect at the baseline. These moderations provide evidence for a CR mechanism and are consistent with previous findings of faster decline once CR is depleted."
"CHANG, Celia H",Appointment completion in pediatric neurology telemedicine clinics serving underserved patients.,"BackgroundTo determine whether telemedicine improves access to outpatient neurology care for underserved patients, we compared appointment completion between urban, in-person clinics and telemedicine clinics held in rural and underserved communities where neurology consultations are provided remotely.MethodsIn this retrospective study, we identified patients scheduled for outpatient care from UCDH pediatric neurologists between January 1, 2009, and July 31, 2017, in person and by telemedicine. Demographic and clinical variables were abstracted from electronic medical records. We evaluated the association between consultation modality and visit completion in overall and matched samples using hierarchical multivariable logistic regression.ResultsWe analyzed 13,311 in-person appointments by 3,831 patients and 1,158 telemedicine appointments by 381 patients. The average travel time to the site of care was 45.8 Â± 52.1 minutes for the in-person cohort and 22.3 Â± 22.7 minutes for the telemedicine cohort. Telemedicine sites were located at an average travel time of 217.1 Â± 114.8 minutes from UCDH. Telemedicine patients were more likely to have nonprivate insurance, lower education, and lower household income. They had different diagnoses and fewer complex chronic conditions. Telemedicine visits were more likely to be completed than either ""cancelled"" or missed (""no show"") compared with in-person visits (OR 1.57, 95% CI: 1.34-1.83; OR 1.66, 95% CI: 1.31-2.10 matched on travel time to the site of care; OR 2.22, 95% CI: 1.66-2.98 matched on travel time to UCDH).ConclusionsThe use of telemedicine for outpatient pediatric neurology visits has high odds of completion and can serve as an equal adjunct to in-person clinic visits."
"BOWMAN, Lindsay C",Continuity in the neural system supporting childrenâ€™s theory of mind development: Longitudinal links between task-independent EEG and task-dependent fMRI,"Children's explicit theory of mind (ToM) understandings change over early childhood. We examined whether there is longitudinal stability in the neurobiological bases of ToM across this time period. A previous study found that source-localized resting EEG alpha attributable to the dorsal medial prefrontal cortex (DMPFC) and right temporoparietal junction (RTPJ) was associated with children's performance on a battery of theory of mind tasks. Here, we investigated a small subset of children (Nâ€‰=â€‰12) in that original study as a preliminary investigation of whether behavioral measures of ToM performance, and/or EEG localized to the DMPFC or RTPJ predicted ToM-specific fMRI responses 3.5 years later. Results showed that preschoolers' behavioral ToM-performance positively predicted later ToM-specific fMRI responses in the DMPFC. Preschoolers' resting EEG attributable to the DMPFC also predicted later ToM-specific fMRI responses in the DMPFC. Given the small sample, results represent a first exploration and require replication. Intriguingly, they suggest that early maturation of the area of the DMPFC related to ToM reasoning is positively linked with its specific recruitment for ToM reasoning later in development, affording implications for characterizing conceptual ToM development, and its underlying neural supports."
"SARKAR, Shayak",Financial Immigration Federalism,
"LIU, Hong",A Synopsis of Contemporary Anesthesia Airway Management.,"New airway equipment has recently become available that has reduced morbidity and mortality. However, airway disasters still occur. This article discusses the prudent escalation of the use of advanced airway equipment to prevent these disasters. We illustrate when and how to use a gum elastic bougie and a video-laryngoscope (VL). We also strongly recommend the combined use of the VL together with a flexible intubation scope (FIS) for both asleep and awake intubation when dealing with a genuinely difficult airway. Blind intubations should no longer be performed today. When an airway has been recognized as difficult it is the safest to aim for an awake or at least a spontaneously breathing intubation if circumstances do not allow for an awake intubation. Emergency cricothyroidotomy needs to be prepared for so that it can be executed rapidly in case the attempted awake intubation leads to complete airway obstruction."
"LIU, Hong",Cognitive impairment and transcriptomic profile in hippocampus of young mice after multiple neonatal exposures to sevoflurane,"Children with repeated inhalational anesthesia may develop cognitive disorders. This study aimed to investigate the transcriptome-wide response of hippocampus in young mice that had been exposed to multiple sevoflurane in the neonatal period. Mice received 3% sevoflurane for 2 h on postnatal day (PND) 6, 8, and 10, followed by arterial blood gas test on PND 10, behavioral experiments on PND 31-36, and RNA sequencing (RNA-seq) of hippocampus on PND 37. Functional annotation and protein-protein interaction analyses of differentially expressed genes (DEGs) and quantitative reverse transcription polymerase chain reaction (qPCR) were performed. Neonatal sevoflurane exposures induced cognitive and social behavior disorders in young mice. RNA-seq identified a total of 314 DEGs. Several enriched biological processes (ion channels, brain development, learning, and memory) and signaling pathways (oxytocin signaling pathway and glutamatergic, cholinergic, and GABAergic synapses) were highlighted. As hub-proteins, Pten was involved in nervous system development, synapse assembly, learning, memory, and behaviors, Nos3 and Pik3cd in oxytocin signaling pathway, and Cdk16 in exocytosis and phosphorylation. Some top DEGs were validated by qPCR. This study revealed a transcriptome-wide profile in mice hippocampus after multiple neonatal exposures to sevoflurane, promoting better understanding of underlying mechanisms and investigation of preventive strategies."
"SUN, Gang","Polydopamine-induced growth of mineralized Î³-FeOOH nanorods for construction of silk fabric with excellent superhydrophobicity, flame retardancy and UV resistance",
"KAGAWA, Rose",Alcohol-Related Crimes And Risk Of Arrest For Intimate Partner Violence Among California Handgun Purchasers,
"BLISS-MOREAU, Eliza",Interest in non-social novel stimuli as a function of age in rhesus monkeys,"Human cognitive and affective life changes with healthy ageing; cognitive capacity declines while emotional life becomes more positive and social relationships are prioritized. This may reflect an awareness of limited lifetime unique to humans, leading to a greater interest in maintaining social relationships at the expense of the non-social world in the face of limited cognitive and physical resources. Alternately, fundamental biological processes common to other primate species may direct preferential interest in social stimuli with increasing age. Inspired by a recent study that described a sustained interest in social stimuli but diminished interest in non-social stimuli in aged Barbary macaques, we carried out a conceptual replication to test whether old rhesus monkeys lost interest in non-social stimuli. Male and female macaques (Macaca mulatta; N = 243) 4-30 years old were tested with a food puzzle outfitted with an activity monitor to evaluate their propensity to manipulate the puzzle in order to free a food reward. We found no indication that aged monkeys were less interested in the puzzle than young monkeys, nor were they less able to solve it."
"TODD, Brian D",Survival and movements of headâ€started Mojave desert tortoises,
"GUINARD, Jean-Xavier","Sensory Profiling and Consumer Acceptance of Pasta, Bread, and Granola Bar Fortified with Dried Olive Pomace (PÃ¢tÃ©): A Byproduct from Virgin Olive Oil Production",
"BITLER, Marianne P",Health Impacts of Food Assistance: Evidence from the United States,
"FEJERMAN, Laura",Abstract 4184: Tumor and risk factor characteristics among breast cancer patients from different geographic regions in Peru,
"BOWLUS, Christopher",CHARACTERISTICS OF NORTH AMERICAN PATIENTS WITH PRIMARY SCLEROSING CHOLANGITIS: RESULTS FROM THE CONSORTIUM FOR AUTOIMMUNE LIVER DISEASES (CALID),
"BOWLUS, Christopher",PATIENT-REPORTED OUTCOMES (PROs) IN PATIENTS WITH PRIMARY SCLEROSING CHOLANGITIS (PSC) DURING TREATMENT WITH CILOFEXOR (<i>GS</i>-<i>9674</i>),
"TAKADA, Yoshikazu",Tunable hydrogels for mesenchymal stem cell delivery: Integrin-induced transcriptome alterations and hydrogel optimization for human wound healing,
"RAO, Shyam","Irradiation for locoregionally recurrent, never-irradiated oral cavity cancers.","BackgroundThe purpose of this study was to report the clinical outcomes and related prognostic factors of patients who underwent radiotherapy (RT) for the treatment of recurrent, never-irradiated oral cavity cancer (recurrent OCC).MethodsThe records of consecutive patients with nonmetastatic recurrent OCC who presented to and were treated with RT at our institution between 1989 and 2011 were reviewed. The Kaplan-Meier method was used to calculate overall survival (OS). The cumulative incidences of disease-specific death, local failure, regional failure, and distant metastasis were calculated with death as a competing risk.ResultsOne hundred twenty-three patients were identified. Median follow-up for living patients was 54 months and 16 months for all patients. Ninety-one patients had salvage surgery followed by adjuvant RT. Definitive RT was utilized in the remaining 32 patients. The 5-year OS was 40%. The 5-year cumulative incidence of disease-specific death, local failure, regional failure, and distant metastasis was 55%, 34%, 22%, and 20%, respectively. Recurrent T classification and lack of salvage surgery were independently associated with worse disease-specific death and decreased OS, respectively. Subset analysis of patients who underwent salvage surgery demonstrated that age, recurrent T classification, and perineural invasion (PNI) were independently associated with decreased OS; recurrent T classification and thicker tumors were independently associated with worse disease-specific death; and positive/close margins and primary T classification were independently associated with increased local failure.ConclusionIn this group of patients with recurrent OCC, clinical outcomes were similar or improved when compared with other recurrent OCC-specific reports. In the salvage surgery subset, tumor thickness and PNI are recurrent pathologic features associated with outcomes that were only previously demonstrated in studies of primary disease. Because of the relatively worse outcomes in patients receiving definitive or adjuvant RT for recurrent OCC, we advocate for the appropriate use of postoperative RT in the initial management of oral cavity cancers."
"ZERBE, Philipp",A Customizable Approach for the Enzymatic Production and Purification of Diterpenoid Natural Products.,
"FIEHN, Oliver",Inborn Errors of Metabolism in the Era of Untargeted Metabolomics and Lipidomics,"Inborn errors of metabolism (IEMs) are a group of inherited diseases with variable incidences. IEMs are caused by disrupting enzyme activities in specific metabolic pathways by genetic mutations, either directly or indirectly by cofactor deficiencies, causing altered levels of compounds associated with these pathways. While IEMs may present with multiple overlapping symptoms and metabolites, early and accurate diagnosis of IEMs is critical for the long-term health of affected subjects. The prevalence of IEMs differs between countries, likely because different IEM classifications and IEM screening methods are used. Currently, newborn screening programs exclusively use targeted metabolic assays that focus on limited panels of compounds for selected IEM diseases. Such targeted approaches face the problem of false negative and false positive diagnoses that could be overcome if metabolic screening adopted analyses of a broader range of analytes. Hence, we here review the prospects of using untargeted metabolomics for IEM screening. Untargeted metabolomics and lipidomics do not rely on predefined target lists and can detect as many metabolites as possible in a sample, allowing to screen for many metabolic pathways simultaneously. Examples are given for nontargeted analyses of IEMs, and prospects and limitations of different metabolomics methods are discussed. We conclude that dedicated studies are needed to compare accuracy and robustness of targeted and untargeted methods with respect to widening the scope of IEM diagnostics."
"HASTINGS, Paul D",Direct replication of taskâ€dependent neural activation patterns during sadness introspection in two independent adolescent samples,"Functional neuroimaging results need to replicate to inform sound models of human social cognition and its neural correlates. Introspection, the capacity to reflect on one's thoughts and feelings, is one process required for normative social cognition and emotional functioning. Engaging in introspection draws on a network of brain regions including medial prefrontal cortex (mPFC), posterior cingulate cortex (PCC), middle temporal gyri (MTG), and temporoparietal junction (TPJ). Maturation of these regions during adolescence mirrors the behavioral advances seen in adolescent social cognition, but the neural correlates of introspection in adolescence need to replicate to confirm their generalizability and role as a possible mechanism. The current study investigated whether reflecting upon one's own feelings of sadness would activate and replicate similar brain regions in two independent samples of adolescents. Participants included 156 adolescents (50% female) from the California Families Project and 119 adolescent girls from the Pittsburgh Girls Study of Emotion. All participants completed the Emotion Regulation Questionnaire (ERQ) and underwent a functional magnetic resonance imaging scan while completing the same facial emotion-processing task at age 16-17â€‰years. Both samples showed similar whole-brain activation patterns when engaged in sadness introspection and when judging a nonemotional facial feature. Whole-brain activation was unrelated to ERQ scores in both samples. Neural responsivity to task manipulations replicated in regions recruited for socio-emotional (mPFC, PCC, MTG, TPJ) and attention (dorsolateral PFC, precentral gyri, superior occipital gyrus, superior parietal lobule) processing. These findings demonstrate robust replication of neural engagement during sadness introspection in two independent adolescent samples."
"TOMILOV, Alexey",Cetylpyridinium chloride is a potent AMP-activated kinase (AMPK) inducer and has therapeutic potential in cancer,
"SUN, Gang","Hierarchical Nucleophilic Nanofibrous Membranes for Fast, Durable, and Bareâ€Eye Visible Detoxification of Carcinogenic Alkylating Toxicants",
"COAKER, Gitta L",Quantitative phosphoproteomic analysis reveals common regulatory mechanisms between NLR- and PRR-triggered immunity in plants.,
"KIM, Katherine K",Measuring Patient Acceptance and Use of a Personal Health Network Application for Chemotherapy Care Coordination,
"SINGH, Sanjay R",A Contagious Malady? Open Economy Dimensions of Secular Stagnation,
"HACZKU, Angela F",Air Pollution and Chronic Obstructive Airway Disease,
"NIENDAM, Tara A",A Mobile Health Platform for Clinical Monitoring in Early Psychosis: Implementation in Community-Based Outpatient Early Psychosis Care,
"OTEIZA DE FRAGA, Patricia I",(-)-Epicatechin and NADPH oxidase inhibitors prevent bile acid-induced Caco-2 monolayer permeabilization through ERK1/2 modulation,"Secondary bile acids promote gastrointestinal (GI) tract permeabilization both in vivo and in vitro. Consumption of high fat diets increases bile acid levels in the GI tract which can contribute to intestinal permeabilization and consequent local and systemic inflammation. This work investigated the mechanisms involved in bile acid (deoxycholic acid (DCA))-induced intestinal epithelial cell monolayer permeabilization and the preventive capacity of (-)-epicatechin (EC). While EC prevented high fat diet-induced intestinal permeabilization in mice, it did not mitigate the associated increase in fecal/cecal total and individual bile acids. In vitro, using differentiated Caco-2â€¯cells as a model of epithelial barrier, EC and other NADPH oxidase inhibitors (VAS-2870 and apocynin) mitigated DCA-induced Caco-2 monolayer permeabilization. While EC inhibited DCA-mediated increase in cell oxidants, it did not prevent DCA-induced mitochondrial oxidant production. Prevention of DCA-induced ERK1/2 activation with EC, VAS-2870, apocynin and the MEK inhibitor U0126, also prevented monolayer permeabilization, stressing the key involvement of ERK1/2 in this process and its redox regulation. Downstream, DCA promoted myosin light chain (MLC) phosphorylation which was related to MLC phosphatase (MLCP) inhibition by ERK1/2. DCA also decreased the levels of the tight junction proteins ZO-1 and occludin, which can be related to MMP-2 activation and consequent ZO-1 and occludin degradation. Both events were prevented by EC, NADPH oxidase and ERK1/2 inhibitors. Thus, DCA-induced Caco-2 monolayer permeabilization occurs mainly secondary to a redox-regulated ERK1/2 activation and downstream disruption of TJ structure and dynamic. EC's capacity to mitigate in vivo the gastrointestinal permeabilization caused by consumption of high-fat diets can be in part related to its capacity to inhibit bile-induced NADPH oxidase and ERK1/2 activation."
"GEE, Kevin A",Maltreatment Profiles of Child Welfareâ€“Involved Children in Special Education: Classification and Behavioral Consequences,"In this study, I investigated the maltreatment profiles of child welfareâ€“involved children in special education and examined how those profiles influenced their internalizing and externalizing behaviors. I analyzed data on a sample of 290 children (63% male, 37% female, Mage = 11 years) from the National Survey on Child and Adolescent Well-Being II. When weighted, this sample represented approximately 233,000 children involved in the child welfare system and in special education. Results from latent class analyses revealed four maltreatment classes, listed by predominance: supervisory neglect, physical abuse, other forms of maltreatment, and sexual abuse. Relative to children in the sexual abuse class, children had higher teacher-reported internalizing problem behaviors if their predominate maltreatment class was either supervisory neglect or physical abuse. Understanding maltreatment and its consequences for child welfareâ€“involved children in special education can help better inform ways to promote their educational success."
"SIEVING, Paul A",RanBP2 Modulates Cox11 and Hexokinase I Activities and Haploinsufficiency of RanBP2 Causes Deficits in Glucose Metabolism,
"SIEVING, Paul A",Retinal Toxicity of Commercial Intravitreal Tissue Plasminogen Activator Solution in Cat Eyes,
"SIEVING, Paul A",Depleting Rac1 in mouse rod photoreceptors protects them from photo-oxidative stress without affecting their structure or function,
"SIEVING, Paul A",Early Receptor Potential Measurements in Human Ocular Siderosis,
"SIEVING, Paul A",Age-Related Macular Degeneration: A High-Resolution Genome Scan for Susceptibility Loci in a Population Enriched for Late-Stage Disease,
"SIEVING, Paul A",Inner retinal contributions to the primate photopic fast flicker electroretinogram.,
"KADO, Norman Y","A 322,000 kilometer (200,000 mile) Over the Road Test with HySEE Biodiesel in a Heavy Duty Truck",
"SIEVING, Paul A",Healthy Vision Monthâ€”May 2004: Focus is on Diabetic Retinopathy,
"MAGNEY, Troy",Dagricultural biophysical parameters and the tasseled cap transformation for RapidEye data,"Deriving information about the chlorophyll (Chl) and/or nitrogen (N) status of senescent wheat using spectral indices obtained from satellite data can be useful to predict plant water status, salvageable N, N use efficiency, grain protein content and dry-down rates. RapidEye's Tasseled Cap Feature Yellowness (YEL) corresponds to the reflectance characteristics of senescent crops, with relatively higher reflectance in the visible portion of the spectrum due to chlorophyll breakdown, and lower reflectance in the NIR range due to cell structure decomposition. The goal of this study was to evaluate the potential and accuracy of YEL, in comparison to the Plant Senescence Reflectance Index (PSRI), for estimating chlorophyll and nitrogen concentration of senescent winter and spring wheat (Triticum aestivum L.). Preliminary results showed that YEL had a higher potential to estimate Chl in senescent winter wheat in comparison to PSRI, while PSRI demonstrated stronger correlations to Chl in senescent spring wheat than YEL. For the estimation of N concentration, YEL yielded much stronger, statistically significant correlations and a higher accuracy than PSRI. Results indicated the capability of YEL to predict both Chl and N concentration, probably attributable to the additional information provided by the Red-edge band. YEL may be used to characterize in-field senescence status variations, potentially providing ancillary information for the assignment of precision management zones related to yield and wheat quality parameters."
"ZAWADZKI, Robert J",Increased scattering by the RPE of <i>Abca4</i><SUP>-/-</SUP> mice relative to WT controls measured with OCT <i>in vivo</i> correlates with increased fundus autofluorescence measured with SLO,
"EBELER, Susan E",Phytochemicals and Wine Flavor,
"HADDAD, Maha",Predictors of time to first cannulation for arteriovenous fistula in pediatric hemodialysis patients: Midwest Pediatric Nephrology Consortium study,
"FANCHER, Tonya L","Medical Student Socioeconomic Disadvantage, Self-Designated Disadvantage, and Subsequent Academic Performance",
"FENTON, Joshua J",What Is the AAFP's Political Action Committee Fighting For?,
"MA, Kwan-Liu",Deep Neural Representation Guided Face Sketch Synthesis,
"WEIMER, Bart C",Food authentication from shotgun sequencing reads with an application on high protein powders,"Here we propose that using shotgun sequencing to examine food leads to accurate authentication of ingredients and detection of contaminants. To demonstrate this, we developed a bioinformatic pipeline, FASER (Food Authentication from SEquencing Reads), designed to resolve the relative composition of mixtures of eukaryotic species using RNA or DNA sequencing. Our comprehensive database includes >6000 plants and animals that may be present in food. FASER accurately identified eukaryotic species with 0.4% median absolute difference between observed and expected proportions on sequence data from various sources including sausage meat, plants, and fish. FASER was applied to 31 high protein powder raw factory ingredient total RNA samples. The samples mostly contained the expected source ingredient, chicken, while three samples unexpectedly contained pork and beef. Our results demonstrate that DNA/RNA sequencing of food ingredients, combined with a robust analysis, can be used to find contaminants and authenticate food ingredients in a single assay."
"RIZZO, David M",Interacting Effects of Global Change on Forest Pest and Pathogen Dynamics,
"KING, Annie J",Enzymatically Digested Food Waste Altered Fecal Microbiota But Not Meat Quality and Carcass Characteristics of Growing-Finishing Pigs.,"This experiment aimed to evaluate meat quality, fatty acid profile in back-fat, and fecal microbiota of growing-finishing pigs fed with liquid enzymatically digested food waste. Fifty-six crossbred pigs (approximately 32.99 kg body weight) were assigned to one of two treatments with seven replicate pens and four pigs per pen. Pigs were fed with control (corn-soybean meal diets) or food waste from d 0 to 53, while all pigs were fed with the control diet from d 53 to 79. The 16S rRNA sequencing was used to analyze microbiota of feces collected on d 0, 28, 53, and 79. Meat quality and carcass characteristics were measured in one pig per pen at the end of the experiment. Pigs fed with food waste contained more (p < 0.05) eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) in back-fat. Feeding food waste increased (p < 0.05) the relative abundances of Lachnospiraceae and Ruminococcaceae, but decreased (p < 0.05) the relative abundances of Streptococcaceae and Clostridiaceae in feces on d 29 or d 53. In conclusion, feeding enzymatically digested food waste did not affect pork quality, but provided more beneficial fatty acids to pork consumers and altered the fecal microbiota in growing-finishing pigs."
"VISSER, Marjorie A",Restructuring opportunity: employment change and job quality in the United States during the Great Recession,
"HENRY, Stephen G",The Tyranny of Reality,
"WANG, Jane-Ling",FMEM: Functional Mixed Effects Models for Longitudinal Functional Responses.,The aim of this paper is to conduct a systematic and theoretical analysis of estimation and inference for a class of functional mixed effects models (FMEM). Such FMEMs consist of fixed effects that characterize the association between longitudinal functional responses and covariates of interest and random effects that capture the spatial-temporal correlations of longitudinal functional responses. We propose local linear estimates of refined fixed effect functions and establish their weak convergence along with a simultaneous confidence band for each fixed-effect function. We propose a global test for the linear hypotheses of varying coefficient functions and derive the associated asymptotic distribution under the null hypothesis and the asymptotic power under the alternative hypothesis are derived. We also establish the convergence rates of the estimated spatial-temporal covariance operators and their associated eigenvalues and eigenfunctions. We conduct extensive simulations and apply our method to a white-matter fiber data set from a national database for autism research to examine the finite-sample performance of the proposed estimation and inference procedures.
"ROMANO, Patrick",Postoperative respiratory failure: An update on the validity of the Agency for Healthcare Research and Quality Patient Safety Indicator 11 in an era of clinical documentation improvement programs.,"BACKGROUND: Administrative data can be used to identify cases of postoperative respiratory failure (PRF). We aimed to determine if recent changes to the Agency for Healthcare Research and Quality Patient Safety Indicator 11 (PSI 11) and adoption of clinical documentation improvement programs have improved the validity of PSI 11. We also analyzed reasons why PSI 11 was falsely triggered. STUDY DESIGN: Cross-sectional study of all eligible discharges using health record data from five academic medical centers between October 1, 2012 and September 30, 2015. RESULTS: Of 437 flagged records, 434 (99.3%) were accurately coded and 414 (94.7%) represented true clinical PRF. None of the false positive records involved respiratory failure present on admission. Most (78.3%) false positive records required airway protection but did not have respiratory failure. CONCLUSION: The validity of PSI 11 has improved with recent changes to the code criterion and adoption of clinical documentation improvement programs."
"ROMANO, Patrick",From the Editorsâ€™ Desk: HSR Updates Instructions for Authors,
"ZEKI, Amir A",AFMRâ€™s evolution and a tribute to Dr Michael McPhaul,
"SIEGEL, Justin B",Engineering a nicotinamide mononucleotide redox cofactor system for biocatalysis,"Biological production of chemicals often requires the use of cellular cofactors, such as nicotinamide adenine dinucleotide phosphate (NADP+). These cofactors are expensive to use in vitro and difficult to control in vivo. We demonstrate the development of a noncanonical redox cofactor system based on nicotinamide mononucleotide (NMN+). The key enzyme in the system is a computationally designed glucose dehydrogenase with a 107-fold cofactor specificity switch toward NMN+ over NADP+ based on apparent enzymatic activity. We demonstrate that this system can be used to support diverse redox chemistries in vitro with high total turnover number (~39,000), to channel reducing power in Escherichia coli whole cells specifically from glucose to a pharmaceutical intermediate, levodione, and to sustain the high metabolic flux required for the central carbon metabolism to support growth. Overall, this work demonstrates efficient use of a noncanonical cofactor in biocatalysis and metabolic pathway design."
"QI, Jinyi",High-resolution image reconstruction for PET using estimated detector response functions,
"QI, Jinyi",Simulation Study for Designing a Compact Brain PET Scanner,
"QI, Jinyi",A prototype small-animal PET scanner dedicated to mouse brain imaging,
"OAKES, Lisa M",Developing an Understanding of Emotion Categories: Lessons from Objects,"How and when infants and young children begin to develop emotion categories is not yet well understood. Research has largely treated the learning problem as one of identifying perceptual similarities among exemplars (typically posed, stereotyped facial configurations). However, recent meta-analyses and reviews converge to suggest that emotion categories are abstract, involving high-dimensional and situationally variable instances. In this paper we consult research on the development of abstract object categorization to guide hypotheses about how infants might learn abstract emotion categories because the two domains present infants with similar learning challenges. In particular, we consider how a developmental cascades framework offers opportunities to understand how and when young children develop emotion categories."
"ZWIENIECKI, Maciej A","Ray fractions and carbohydrate dynamics of tree species along a 2750 m elevation gradient indicate climate response, not spatial storage limitation",
"SILVERMAN, Jill L",mGluR5 Modulation of Behavioral and Epileptic Phenotypes in a Mouse Model of Tuberous Sclerosis Complex,"Drugs targeting metabotropic glutamate receptor 5 (mGluR5) have therapeutic potential in autism spectrum disorders (ASD), including tuberous sclerosis complex (TSC). The question whether inhibition or potentiation of mGluR5 could be beneficial depends, among other factors, on the specific indication. To facilitate the development of mGluR5 treatment strategies, we tested the therapeutic utility of mGluR5 negative and positive allosteric modulators (an mGluR5 NAM and PAM) for TSC, using a mutant mouse model with neuronal loss of Tsc2 that demonstrates disease-related phenotypes, including behavioral symptoms of ASD and epilepsy. This model uniquely enables the in vivo characterization and rescue of the electrographic seizures associated with TSC. We demonstrate that inhibition of mGluR5 corrects hyperactivity, seizures, and elevated de novo synaptic protein synthesis. Conversely, positive allosteric modulation of mGluR5 results in the exacerbation of hyperactivity and epileptic phenotypes. The data suggest a meaningful therapeutic potential for mGluR5 NAMs in TSC, which warrants clinical exploration and the continued development of mGluR5 therapies."
"RUMBEIHA, Wilson K",Combined effects of methylmercury and ethanol on renal metallothionein and mercury residue in rats fed restricted amounts of a liquid diet,
"RUMBEIHA, Wilson K",Residues in Brandtâ€™s voles (Microtus brandti) exposed to bromadiolone-impregnated baits in Mongolia,
"ULLRICH, Paul A",The DOE E3SM Coupled Model Version 1: Description and Results at High Resolution,"This study provides an overview of the coupled high-resolution Version 1 of the Energy Exascale Earth System Model (E3SMv1) and documents the characteristics of a 50-year-long high-resolution control simulation with time-invariant 1950 forcings following the HighResMIP protocol. In terms of global root-mean-squared error metrics, this high-resolution simulation is generally superior to results from the low-resolution configuration of E3SMv1 (due to resolution, tuning changes, and possibly initialization procedure) and compares favorably to models in the CMIP5 ensemble. Ocean and sea ice simulation is particularly improved, due to better resolution of bathymetry, the ability to capture more variability and extremes in winds and currents, and the ability to resolve mesoscale ocean eddies. The largest improvement in this regard is an ice-free Labrador Sea, which is a major problem at low resolution. Interestingly, several features found to improve with resolution in previous studies are insensitive to resolution or even degrade in E3SMv1. Most notable in this regard are warm bias and associated stratocumulus deficiency in eastern subtropical oceans and lack of improvement in El NiÃ±o. Another major finding of this study is that resolution increase had negligible impact on climate sensitivity (measured by net feedback determined through uniform +4K prescribed sea surface temperature increase) and aerosol sensitivity. Cloud response to resolution increase consisted of very minor decrease at all levels. Large-scale patterns of precipitation bias were also relatively unaffected by grid spacing."
"WANG, Hao-Chuan",Understanding How Social Prompts Influence Expert's Sharing of How-to Knowledge,
"SIMMONS, Christopher W",Ethanol production in switchgrass hydrolysate by ionic liquid-tolerant yeasts,
"BITLER, Marianne P",Medicaid,
"BUCKLEY, Tom",Trait Multi-Functionality in Plant Stress Response,
